source,label,title,text,published_date,word_count,label_id,pred_id,pred,error_category
source_15,credible,وثائق جديدة تدين الأسد ونظامه أكثر من الأدلة ضد النازيين,"واشنطن – الناس نيوز :

في أدلة جديدة تؤكد تورط النظام في سوريا ، وخاصة رئيسه بشار الأسد، بالجرائم ضد الشعب السوري، رفعت لجنة العدل والمساءلة الدولية السرية عن آلاف الوثائق الحكومية التي أرشفتها، وفي محتواها إثباتات عن جرائم ارتكبت بحق السوريين.

فقد كشفت المعلومات في تحقيق أعدته قناة “سي بي أس” نيوز الأميركية من خلال برنامجها الشهير 60 دقيقة ، عن أكثر من 900 ألف وثيقة حكومية تم تهريبها من سوريا، تحتوي أدلة قوية على تورط النظام في سوريا ومن معه بتلك الجرائم.

وأفاد رئيس مجلس اللجنة والمدعي العام السابق، ستيفن راب، الذي قاضى مرتكبي جرائم حرب في سيراليون ورواندا، أنه ومما لا شك فيه، أن هناك ارتباطا بين هذه الوثائق المسربة وبشار الأسد، موضحاً أنها “وثائق مرتبة وعليها اسمه وقادمة من الأعلى إلى أسفل” .

كما كشف خلال حديثه الإعلامي، أن الوثائق أوضحت أن الأسد هو من نظم هذه الاستراتيجية، فهي تحتوي أوامر موجهة للسلطات باعتقال الناس، لافتاً إلى أن هناك تقارير عائدة إلى الجهة الصادرة مرة أخرى عن وجود مشاكل مثل تكدس الكثير من الجثث في المعتقلات، وفقاً لقوله.

وتابع أيضاً، هناك أدلة على جرائم حرب ارتكبها بشار الأسد، أكثر مما كانت موجودة ضد النازيين، قائلاً: “لدينا قتل، لدينا إبادة، لدينا تعذيب، لدينا اغتصاب، لدينا أشكال أخرى من العنف الجنسي ومن الاحتجاز القاسي، وهناك أيضاً تشويه”.

الجدير ذكره أن لجنة العدل والمساءلة الدولية تتكون من مجموعة متنوعة من المهنيين من أجل العدالة، ولديهم خبرة كمحققين، ومحللين، ومحامين، من بلدانهم الأصلية.

والفضل يعود في هذه الوثائق بالطبع إلى “قيصر”، الاسم المستعار الذي استخدمه مصور عسكري سوري تم تعيينه في المشرحة لتصوير الموتى من سجون الأسد السرية، إلى أن هرّب الوثائق وهرب معها من سوريا ووصل إلى الكونغرس الأميركي ليفضح جرائم النظام، الذي أفضى بدوره بفرض عقوبات عرفت فيما بعد بـ “قانون قيصر”.

وحول الموضوع أفاد راب، بأنه كان من الواضح جداً أن القتلى تعرضوا للتعذيب، فقد كانت أجسادهم هزيلة، عبارة عن هياكل عظمية، ومعظمهم كانوا بأعين مفقوءة، والتعذيب كان واضحاً.

يشار إلى أن سجل النظام في سوريا بات الأكثر توثيقاً في التاريخ نظراً للكم الهائل من الأدلة التي جمعت خلال سنوات الحرب وما تخللها من فيديوهات وصور نشرت بعضها على مواقع التواصل الاجتماعي وفضحتها الأقمار الصناعية التي تؤكد وجود جرائم حرب وجرائم ضد الإنسانية.

وكانت عشرات القضايا والتحقيقات قد رفعت سابقاً في أوروبا حول هذه الجرائم التي ارتكبت خلال الحرب السورية التي أسفرت منذ اندلاعها في عام 2011، عن مقتل أكثر من 387 ألف شخص، بحسب المرصد السوري لحقوق الإنسان، كما تسببت بنزوح أكثر من 12 مليون نسمة .",,401,0,2,not credible,Government & Official Statements
source_100,credible,حماس تعقب على انسحاب الوفد البرلماني الجزائري من فعاليات الجمعية البرلمانية للمتوسط,"رابط مختصر:

رام الله - دنيا الوطن

عقبت حركة حماس، مساء اليوم السبت، على انسحاب الوفد البرلماني الجزائري من فعاليات الجمعية البرلمانية للمتوسط بسبب مشاركة وفد يمثل الاحتلال الاسرائيلي.



وقال حازم قاسم، الناطق باسم حركة حماس: ""‏تقدر حركة حماس عاليًا انسحاب الوفد البرلماني الجزائري من فعاليات الجمعية البرلمانية للمتوسط بسبب مشاركة وفد يمثل الاحتلال""، بحسب ما جاء على موقع حركة حماس الالكتروني.



وأوضح قاسم، أن هذا الموقف يعبر عن الإجماع الشعبي العربي الرافض للتطبيع مع الاحتلال، ويعكس تجذر القضية الفلسطينية في ضمير الشعب الجزائري وعمق انتمائه للقضايا القومية، وفي مقدمتها قضية فلسطين.",,92,0,1,undecided,General/Other Ambiguous Context
source_7,not credible,يوسف بلمهدي:نحن مأمورون شرعا بالحفاظ على الأمانة والجزائر وقف للشهداء,"وجه ،وزير الشؤون الدينية والأوقاف،يوسف بلمهدي، رسالة إلى الجزائريين عشية الذكرى الثانية للحراك ، يدعو فيها إلى الحفاظ على الوطن والالتفاف حول وحدته .

وقال يوسف بلمهدي ، اليوم السبت ، خلال افتتاح ندوة تاريخية بمناسبة إحياء يوم الشهيد 18 فيفري واليوم الوطني للأخوة والتلاحم بين الشعب وجيشه من أجل الديمقراطية 22 فيفري بدار القرآن الشيخ أحمد سحنون بالعاصمة،”نحن مأمورون شرعا بالحفاظ على الأمانة والجزائر وقف للشهداء”،مضيفا بالقول”الحراك كان واضحا بعيدا عن المبتزين ويوم 22 فيفري يوم للإيخاء،وأن الهبّة الشعبية جاءت لتطهير البلاد من الفساد والمفسدين ” .

وشدد وزير الشؤون الدينية والأوقاف على الترويج للكلمة الطيبة بكل أنواعها ومن طرف الجميع “، مشيرا إلى دور المساجد والزوايا في تجنيد الناس للتصدي لكل الأزمات والإلتفاف حول الوطن” ، وأضاف يوسف بلمهدي أن الخطاب المسجدي لا يسبح في الخيال وهو نابع من اهتمامات المصليّن منذ عهد الاستعمار” .

يوسف بلمهدي قال في كلمته حول الوحدة والالتفاف لحماية استقرار الوطن والتصدي لكل مخططات زعزعته “نحن أمّة إعمار وبناء وليس أمّة تخريب”، مشيرا إلى أهمية إحياء دور أعلام الوطن في هذا المجال ، بالتنسيق مع وزارة المجاهدين .",,175,2,0,credible,Government & Official Statements
source_131,credible,دفن جثمان يوسف شعبان في مقابر 6 أكتوبر,"يوسف شعبان

انتهت أسرة يوسف شعبان من دفن جثمان الفنان الراحل في مقابر 6 أكتوبر، وسط دعوات من أقاربه ومحبيه ووفد من نقابة المهن التمثيلية بالرحمة والمغفرة.

وكان جثمان الفنان الراحل يوسف شعبان خرج من مستشفى العجوزة، بعد أن انتهت أسرته من إجراءات استلام الجثمان.

وتوفي يوسف شعبان أمس عن عمر يناهز 90 عاما، إثر إصابته بفيروس كورونا.",,58,0,2,not credible,Health & COVID-19
source_134,credible,القمودي للكعلي: أشعر بخيبة أمل من إجاباتك سيدي الوزير !,"عبّر رئيس لجنة الإصلاح الإداري والحوكمة ومكافحة الفساد بدر الدين القمودي، في ختام الاستماع لإجابات وزير المالية والاقتصاد علي الكعلي خلال جلسة استماع صلب اللجنة اليوم الإثنين 15 مارس 2021، عن شعوره بخيبة أمل من ردود الوزير وخاصة في ما تعلق بمسؤولية البنوك العمومية في تحقيق التنمية بالجهات.

وتوّجه القمودي إلى وزير المالية والاقتصاد، قائلا ""من المفروض أنّكم تمثلون الدولة كجهاز رقابي وتتحمل مسؤولية الإخلالات والتجاوزات بها وعدم تبرير قروض تمنح دون ضمانات وهو ما انتظره أعضاء اللجنة من إجابات"".

هناء السلطاني",,82,0,2,not credible,Government & Official Statements
source_95,credible,الداخلية تمنع وقفة غير مرخص لها أمام البرلمان,"الدار / خاص

قررت السلطات المحلية بولاية جهة الرباط- سلا- القنيطرة، منع أي تجمهر أو تجمع بالشارع العام، لما يمثله ذلك من خرق لمقتضيات حالة الطوارئ الصحية، وتهديد لسلامة المواطنات والمواطنين، وذلك على أثر تداول منشورات بمواقع التواصل الاجتماعي تدعو إلى تنظيم وقفة احتجاجية (دعما للقدس)، يوم غد الثلاثاء على الساعة الرابعة والنصف عصرا، أمام مقر البرلمان بمدينة الرباط.

وأفاد بلاغ لولاية الجهة ، اليوم الاثنين، أنه “وفي سياق الإجراءات الاحترازية التي اتخذتها الحكومة لمنع تفشي وباء كورونا – كوفيد 19، وأخذا بعين الاعتبار تمديد حالة الطوارئ الصحية لغاية 10 ماي 2021، تعلن السلطات المحلية منع أي تجمهر أو تجمع بالشارع العام لما يمثله ذلك من خرق لمقتضيات حالة الطوارئ الصحية وتهديد لسلامة المواطنات والمواطنين”.

وأشار ذات البلاغ الى أن السلطات المحلية “إذ تؤكد على ضرورة التزام الداعين إلى هذه الأشكال الاحتجاجية بقرار المنع، مع تحميلهم كامل المسؤولية في كل ما يمكن أن يترتب عن أي تصرفات خلافا لذلك”، فإنها تشدد على “حرصها التام على التصدي لكل الممارسات المخالفة للقوانين والضوابط الجاري بها العمل في هذا الشأن”.

وكانت هيئات مغربية قد دعت الى الاحتجاج بشوارع العاصمة على اثر التطورات التي تعرفها الأراضي الفلسطنية، ومدينة القدس على الخصوص، حيث صدرت الدعوة، عن “السكرتارية الوطنية، لمجموعة العمل الوطنية من أجل فلسطين”، والتي حددت عصر يوم غد الثلاثاء، موعدا للوقفة الإحتجاجية، التي تقرر تنظيمها أمام مقر البرلمان، داعية إلى مشاركة مكثفة دعما للفلسطينيين.",,220,0,1,undecided,Government & Official Statements
source_47,credible,بالفيديو.. أسواق لبنان تتحول إلى ساحات معارك,"مرصد مينا – لبنان

تداول ناشطون على مواقع التواصل الاجتماعي، مقطع فيديو يظهر حالة تدافع كبيرة داخل أحد المتاجر، واصفين المشهد بأنه أقرب إلى معركة للحصول على ما تبقى من السلع الغذائية والأساسية المدعومة.

وبحسب الناشطين فإن الفيديو تم تصويره في مخازن الكاسكادا مول في منطقة البقاع اللبنانية، ما اعتبر مؤشراً على حجم الأزمة الاقتصادية والمعيشية، التي يمر بها اللبنانيون، والتي تعد الأسوء في تاريخ البلاد، بسبب انهيار العملة اللبنانية أمام الدولار، والذي وصل إلى حد 15 ألف ليرة للدولار الواحد، ما أدى إلى ارتفاع كبير في الأسعار وموجة غلاء غير مسبوقة، لا سيما ما رفع الحكومة اللبنانية للدعم عن مجموعة من السلع.

يشار إلى أن ناشطين تداولوا قبل أسابيع قليلة مقاطع فيديو أخرى تظهر عراكاً بين المتسوقين بسبب علبة حليب أطفال وعبوة زيت، وسط تحذيرات من انهيار البلاد بشكل كامل في حال استمرار الأزمة الحاصلة.

يذكر أن الأمم المتحدة كشفت في وقتٍ سابق عن ارتفاع معدلات الفقر في لبنان إلى أكثر من 50 بالمئة من إجمالي السكان، محذرة من كارثة إنسانية وشيكة.",,163,0,1,undecided,Government & Official Statements
source_79,credible,قيادي عسكري يعتدي على نائب رئيس جامعة تعز بسبب عدم قبول ابنة أخيه في كلية الطب,"الرئيسية/آخر الأخبار/ قيادي عسكري يعتدي على نائب رئيس جامعة تعز بسبب عدم قبول ابنة أخيه في كلية الطب آخر الأخبار قيادي عسكري يعتدي على نائب رئيس جامعة تعز بسبب عدم قبول ابنة أخيه في كلية الطب

تعزـ “الشارع”: تعرض الدكتور رياض العقاب نائب رئيس جامعة تعز لشؤون الطلاب، الدكتور رياض العقاب، اليوم الثلاثاء، للاعتداء، من قبل قيادي في محور تعز العسكري. وقال مصدر أكاديمي لـ “الشارع”، إن العقيد عبد الحكيم الشجاع القيادي في اللواء ٢٢ ميكا، تهجم على الدكتور العقاب في مكتبه، وتلفظ عليه بألفاظ نابية، مطلقاً الوعيد والتهديد، بسبب عدم قبول ابنة أخيه للدراسة في كلية الطب، كونها لم تنجح في اختبار المفاضلة. وأوضح المصدر، أن الشجاع وعند خروجه من مبنى عمادة الكلية، اعتدى على سيارة الدكتور العقاب، المتوقفة جوار المبنى، وصدمها في أحد جوانبها بالطقم العسكري الذي يقوده برفقة مسلحين تابعين له، ما أسفر عن حدوث أضرار في السيارة. الأكاديمي في جامعة تعز الدكتور صادق القاضي، علّق على الحادثة، بقوله إن الفساد في مؤسسة الجيش والأمن هو المشجع على فساد المؤسسات المدنية، بل هو الحامي الرسمي لفسادها. وأضاف في منشور له على “فيسبوك”، أنه “يستحيل أن يسعى مثل هذا العقيد (الشجاع) وأمثاله ومن والاهم لتحرير أو لنظام وقانون، لأن مصلحتهم الشخصية في بقاء اللادولة واللاقانون واللانظام”.",,198,0,1,undecided,Government & Official Statements
source_108,credible,رئيس مجلس السيادة يشيد بدور مجموعة الترويكا في سلام السودان - اخبار السودان,"الخرطوم ٨-٦-٢٠٢١ (سونا) – اشاد رئيس مجلس السيادة الإنتقالي الفريق أول ركن عبدالفتاح البرهان بالدور الذي تضطلع به دول الترويكا لتعزيز مسيرة السلام والإستقرار في السودان.

وثمن خلال لقائه بمكتبه بالقصر الجمهورى اليوم، أعضاء المجموعة والتي تضم المبعوث الأمريكي دونالد بوث ومبعوث المملكة المتحدة بوب فيرويدز، والمبعوث النرويجي إندري ستيانسن، الجهود المقدرة التي تبذلها المجموعة لدعم الفترة الانتقالية، لافتا الي أن توقيعها اليوم بقاعة الصداقة، بجانب الإيقاد على اتفاق سلام السودان الموقع بجوبا في أكتوبر الماض يعد خطوة في طريق إنفتاح السودان على المجتمع الدولي.

وأوضح رئيس الوفد، المبعوث الأمريكي دونالد بوث، في تصريح صحفي، أن اللقاء بحث كيفية تقديم الترويكا للدعم السياسي للحكومة الانتقالية بما يحقق امال الشعب السوداني وتطلعاته نحو السلام والإستقرار وتعزيز التنمية بالبلاد، واصفا اللقاء بالمثمر.

وأكد بوث دعم الترويكا الكامل للحكومة دفعاً لعملية التفاوض التي تشهدها الآن عاصمة جمهورية جنوب السودان بين الحكومة والحركة الشعبية شمال بقيادة عبدالعزيز الحلو.

",,144,0,1,undecided,Government & Official Statements
source_86,credible,محلية النواب توصي بتشكيل لجنة لبحث إنشاء معدية في بني سويف,"أنا معجب بالشروق بالفعل، لا تظهر هذه الرسالة مرة أخرى

أوصى رئيس لجنة الإدارة المحلية، أحمد السجيني، بتشكيل لجنة من ممثلي الري وجهاز مدينة لبحث المكان لملائم لإنشاء معدية على مصرف اللبيني، في بني سويف لربط عزبة أبو النور بهرم ميدو مركز الواسطى.

وقال السجيني، خلال مناقشة طلب الإحاطة المقدم من النائب عبد الحكيم مسعود، بشأن إنشاء معدية على مصرف اللبيني: ""يجب أن يكون فيه قدر من التدبر لاختيار المكان""، موصيًا بتشكيل لجنة لبحث الموقع المناسب للمعدية.

وتابع: ""يجب أن تتكلم اللجنة لغة واحدة وليس لغتين، هؤلاء مواطنين يجب مراعاتهم، لدينا مواطنين لهم حق ومال عام، فنتدبر لاختيار أفضل شيء""، مشددًا على ضرروة مراعاة مصلحة المواطنين، مطالبا اللجنة بموافاة المجلس بتقرير خلال 15 يومًا.

كان رئيس المدينة تضامن مع مطلب النائب عبد الحكيم مسعود، خلال مناقشة طلب الإحاطة، وأشار إلى وجود لجنة عاينت الموقع مرتين، المرة الأولى في يناير الماضي، والثانية منذ أربعة أيام.

فيما أوضح ممثل مديرية الري بالمحافظة عدم تحقق اشتراطات المسافات الخاصة بالإنشاء، وقال: ""الكوبري بينه وبين الذي قبله ٥٠٠ متر، تعليمات وزارة الري المسافة تكون كيلو ولا تقل إلا لو في ظروف خاصة مثل وجود مدارس"".

وعلق محافظ بني سويف، محمد غنيم، قائلًا: ""طالما في احتياج ندرس إمكانية تطبيقها""، مضيفًا: ""إنشاء المراسي غير مرفوض لكن يجب النظر لنوعية المرسى وجودته، المراسي القانونية تعتبر غير موجودة"".

وأوضح أن المحافظة بصدد إنشاء مرسى في مدينة بني سويف لأغراض مختلفة منها سياحية، موضحا: ""ماعنديش نقطة توقف لمسار للعائلة المقدسة من الخروج للمعادي حتى جبل الطير"" .",,237,0,1,undecided,Government & Official Statements
